Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Family_Size,is_alone,Age_x_Pclass,FarePerPerson,AgeGroup
0,3,1,19.0,0,0,8.05,0.0,1,1,57.0,8.05,2
0,1,1,22.0,0,0,135.6333,1.0,1,1,22.0,135.6333,2
0,3,0,3.0,3,1,21.075,0.0,5,0,9.0,4.215,0
1,1,0,28.0,1,0,82.1708,1.0,2,0,28.0,41.0854,2
1,3,0,22.0,0,0,7.25,0.0,1,1,66.0,7.25,2
0,1,1,27.0,0,2,211.5,1.0,3,0,27.0,70.5,2
0,3,1,20.0,0,0,4.0125,1.0,1,1,60.0,4.0125,2
0,3,1,19.0,0,0,7.775,0.0,1,1,57.0,7.775,2
1,1,0,42.0,0,0,227.525,1.0,1,1,42.0,227.525,3
1,3,0,1.0,0,2,15.7417,1.0,3,0,3.0,5.247233333333333,0
0,3,1,32.0,0,0,7.925,0.0,1,1,96.0,7.925,2
1,1,0,35.0,1,0,52.0,0.0,2,0,35.0,26.0,2
0,3,1,28.0,0,0,7.8958,0.0,1,1,84.0,7.8958,2
0,2,1,18.0,0,0,73.5,0.0,1,1,36.0,73.5,1
0,3,1,1.0,5,2,46.9,0.0,8,0,3.0,5.8625,0
1,2,0,36.0,0,0,13.0,0.0,1,1,72.0,13.0,3
0,3,1,28.0,0,0,7.7292,2.0,1,1,84.0,7.7292,2
1,2,0,17.0,0,0,12.0,1.0,1,1,34.0,12.0,1
1,1,1,36.0,1,2,120.0,0.0,4,0,36.0,30.0,3
1,3,1,21.0,0,0,7.7958,0.0,1,1,63.0,7.7958,2
0,3,1,28.0,2,0,7.925,0.0,3,0,84.0,2.6416666666666666,2
1,1,0,23.0,1,0,113.275,1.0,2,0,23.0,56.6375,2
1,3,0,24.0,0,2,16.7,0.0,3,0,72.0,5.566666666666666,2
0,3,1,22.0,0,0,7.7958,0.0,1,1,66.0,7.7958,2
0,3,0,31.0,0,0,7.8542,0.0,1,1,93.0,7.8542,2
0,2,1,46.0,0,0,26.0,0.0,1,1,92.0,26.0,3
0,2,1,23.0,0,0,10.5,0.0,1,1,46.0,10.5,2
1,2,0,28.0,0,0,12.65,0.0,1,1,56.0,12.65,2
1,3,1,39.0,0,0,7.925,0.0,1,1,117.0,7.925,3
0,3,1,26.0,0,0,8.05,0.0,1,1,78.0,8.05,2
0,3,0,21.0,1,0,9.825,0.0,2,0,63.0,4.9125,2
0,3,1,28.0,1,0,15.85,0.0,2,0,84.0,7.925,2
0,3,0,20.0,0,0,8.6625,0.0,1,1,60.0,8.6625,2
0,2,1,34.0,1,0,21.0,0.0,2,0,68.0,10.5,2
0,3,1,51.0,0,0,7.75,0.0,1,1,153.0,7.75,3
1,2,1,3.0,1,1,18.75,0.0,3,0,6.0,6.25,0
0,3,1,21.0,0,0,7.775,0.0,1,1,63.0,7.775,2
0,3,0,28.0,3,1,25.4667,0.0,5,0,84.0,5.0933399999999995,2
0,3,1,28.0,0,0,7.8958,0.0,1,1,84.0,7.8958,2
0,3,1,28.0,0,0,6.8583,2.0,1,1,84.0,6.8583,2
1,1,0,33.0,1,0,90.0,2.0,2,0,33.0,45.0,2
0,2,1,28.0,0,0,0.0,0.0,1,1,56.0,0.0,2
1,3,1,44.0,0,0,7.925,0.0,1,1,132.0,7.925,3
0,3,0,28.0,0,0,8.05,0.0,1,1,84.0,8.05,2
1,2,0,34.0,1,1,32.5,0.0,3,0,68.0,10.833333333333334,2
1,2,0,18.0,0,2,13.0,0.0,3,0,36.0,4.333333333333333,1
0,2,1,30.0,0,0,13.0,0.0,1,1,60.0,13.0,2
0,3,0,10.0,0,2,24.15,0.0,3,0,30.0,8.049999999999999,0
0,3,1,28.0,0,0,7.8958,1.0,1,1,84.0,7.8958,2
0,3,1,21.0,0,0,7.7333,2.0,1,1,63.0,7.7333,2
0,3,1,29.0,0,0,7.875,0.0,1,1,87.0,7.875,2
0,3,0,28.0,1,1,14.4,0.0,3,0,84.0,4.8,2
0,3,1,18.0,1,1,20.2125,0.0,3,0,54.0,6.7375,1
0,3,1,28.0,0,0,7.25,0.0,1,1,84.0,7.25,2
1,2,0,28.0,1,0,26.0,0.0,2,0,56.0,13.0,2
1,2,0,19.0,0,0,26.0,0.0,1,1,38.0,26.0,2
0,3,1,28.0,0,0,7.75,2.0,1,1,84.0,7.75,2
1,3,1,32.0,0,0,8.05,0.0,1,1,96.0,8.05,2
1,1,1,28.0,0,0,26.55,0.0,1,1,28.0,26.55,2
1,3,0,28.0,1,0,16.1,0.0,2,0,84.0,8.05,2
1,2,0,42.0,1,0,26.0,0.0,2,0,84.0,13.0,3
0,3,1,17.0,0,0,7.125,0.0,1,1,51.0,7.125,1
0,1,1,50.0,1,0,55.9,0.0,2,0,50.0,27.95,3
1,1,0,14.0,1,2,120.0,0.0,4,0,14.0,30.0,1
0,3,0,21.0,2,2,34.375,0.0,5,0,63.0,6.875,2
1,2,0,24.0,2,3,18.75,0.0,6,0,48.0,3.125,2
0,1,1,64.0,1,4,263.0,0.0,6,0,64.0,43.833333333333336,4
0,2,1,31.0,0,0,10.5,0.0,1,1,62.0,10.5,2
1,2,0,45.0,1,1,26.25,0.0,3,0,90.0,8.75,3
0,3,1,20.0,0,0,9.5,0.0,1,1,60.0,9.5,2
0,3,1,25.0,1,0,7.775,0.0,2,0,75.0,3.8875,2
1,2,0,28.0,0,0,13.0,0.0,1,1,56.0,13.0,2
1,3,1,28.0,0,0,8.1125,0.0,1,1,84.0,8.1125,2
1,1,1,4.0,0,2,81.8583,0.0,3,0,4.0,27.2861,0
1,2,0,13.0,0,1,19.5,0.0,2,0,26.0,9.75,1
1,1,1,34.0,0,0,26.55,0.0,1,1,34.0,26.55,2
1,3,0,5.0,2,1,19.2583,1.0,4,0,15.0,4.814575,0
1,1,1,52.0,0,0,30.5,0.0,1,1,52.0,30.5,3
0,2,1,36.0,1,2,27.75,0.0,4,0,72.0,6.9375,3
0,3,1,28.0,1,0,19.9667,0.0,2,0,84.0,9.98335,2
0,1,1,30.0,0,0,27.75,1.0,1,1,30.0,27.75,2
1,1,1,49.0,1,0,89.1042,1.0,2,0,49.0,44.5521,3
0,3,1,28.0,0,0,8.05,0.0,1,1,84.0,8.05,2
1,3,1,29.0,0,0,7.8958,1.0,1,1,87.0,7.8958,2
0,1,1,65.0,0,0,26.55,0.0,1,1,65.0,26.55,4
1,1,0,28.0,1,0,51.8625,0.0,2,0,28.0,25.93125,2
1,2,0,50.0,0,0,10.5,0.0,1,1,100.0,10.5,3
0,3,1,28.0,0,0,7.75,2.0,1,1,84.0,7.75,2
1,1,1,48.0,0,0,26.55,0.0,1,1,48.0,26.55,3
0,3,1,34.0,0,0,8.05,0.0,1,1,102.0,8.05,2
0,1,1,47.0,0,0,38.5,0.0,1,1,47.0,38.5,3
0,2,1,48.0,0,0,13.0,0.0,1,1,96.0,13.0,3
0,3,1,28.0,0,0,8.05,0.0,1,1,84.0,8.05,2
0,3,1,38.0,0,0,7.05,0.0,1,1,114.0,7.05,3
0,2,1,28.0,0,0,0.0,0.0,1,1,56.0,0.0,2
0,1,1,56.0,0,0,26.55,0.0,1,1,56.0,26.55,3
0,3,1,28.0,0,0,7.725,2.0,1,1,84.0,7.725,2
1,3,0,0.75,2,1,19.2583,1.0,4,0,2.25,4.814575,0
0,3,1,28.0,0,0,7.25,0.0,1,1,84.0,7.25,2
0,3,1,38.0,0,0,8.6625,0.0,1,1,114.0,8.6625,3
1,2,0,33.0,1,2,27.75,0.0,4,0,66.0,6.9375,2
1,2,0,23.0,0,0,13.7917,1.0,1,1,46.0,13.7917,2
0,3,0,22.0,0,0,9.8375,0.0,1,1,66.0,9.8375,2
0,1,1,28.0,0,0,52.0,0.0,1,1,28.0,52.0,2
0,2,1,34.0,1,0,21.0,0.0,2,0,68.0,10.5,2
0,3,1,29.0,1,0,7.0458,0.0,2,0,87.0,3.5229,2
0,3,1,22.0,0,0,7.5208,0.0,1,1,66.0,7.5208,2
1,3,0,2.0,0,1,12.2875,0.0,2,0,6.0,6.14375,0
0,3,1,9.0,5,2,46.9,0.0,8,0,27.0,5.8625,0
0,2,1,28.0,0,0,0.0,0.0,1,1,56.0,0.0,2
0,3,1,50.0,0,0,8.05,0.0,1,1,150.0,8.05,3
1,3,0,63.0,0,0,9.5875,0.0,1,1,189.0,9.5875,4
1,1,1,25.0,1,0,91.0792,1.0,2,0,25.0,45.5396,2
0,3,0,28.0,3,1,25.4667,0.0,5,0,84.0,5.0933399999999995,2
1,1,0,35.0,1,0,90.0,0.0,2,0,35.0,45.0,2
0,1,1,58.0,0,0,29.7,1.0,1,1,58.0,29.7,3
0,3,1,30.0,0,0,8.05,0.0,1,1,90.0,8.05,2
1,3,1,9.0,1,1,15.9,0.0,3,0,27.0,5.3,0
0,3,1,28.0,1,0,19.9667,0.0,2,0,84.0,9.98335,2
0,3,1,21.0,0,0,7.25,0.0,1,1,63.0,7.25,2
0,1,1,55.0,0,0,30.5,0.0,1,1,55.0,30.5,3
0,1,1,71.0,0,0,49.5042,1.0,1,1,71.0,49.5042,4
0,3,1,21.0,0,0,8.05,0.0,1,1,63.0,8.05,2
0,3,1,28.0,0,0,14.4583,1.0,1,1,84.0,14.4583,2
1,1,0,54.0,1,0,78.2667,1.0,2,0,54.0,39.13335,3
0,3,1,28.0,0,0,15.1,0.0,1,1,84.0,15.1,2
0,1,0,25.0,1,2,151.55,0.0,4,0,25.0,37.8875,2
0,3,1,24.0,0,0,7.7958,0.0,1,1,72.0,7.7958,2
0,3,1,17.0,0,0,8.6625,0.0,1,1,51.0,8.6625,1
0,3,0,21.0,0,0,7.75,2.0,1,1,63.0,7.75,2
0,3,0,28.0,0,0,7.6292,2.0,1,1,84.0,7.6292,2
0,3,0,37.0,0,0,9.5875,0.0,1,1,111.0,9.5875,3
1,1,0,16.0,0,0,86.5,0.0,1,1,16.0,86.5,1
0,1,1,18.0,1,0,108.9,1.0,2,0,18.0,54.45,1
1,2,0,33.0,0,2,26.0,0.0,3,0,66.0,8.666666666666666,2
1,1,1,28.0,0,0,26.55,0.0,1,1,28.0,26.55,2
0,3,1,28.0,0,0,22.525,0.0,1,1,84.0,22.525,2
1,3,1,26.0,0,0,56.4958,0.0,1,1,78.0,56.4958,2
1,3,1,29.0,0,0,7.75,2.0,1,1,87.0,7.75,2
0,3,1,28.0,0,0,8.05,0.0,1,1,84.0,8.05,2
1,1,1,36.0,0,0,26.2875,0.0,1,1,36.0,26.2875,3
1,1,0,54.0,1,0,59.4,1.0,2,0,54.0,29.7,3
0,3,1,24.0,0,0,7.4958,0.0,1,1,72.0,7.4958,2
0,1,1,47.0,0,0,34.0208,0.0,1,1,47.0,34.0208,3
1,2,0,34.0,0,0,10.5,0.0,1,1,68.0,10.5,2
0,3,1,28.0,0,0,24.15,2.0,1,1,84.0,24.15,2
1,2,0,36.0,1,0,26.0,0.0,2,0,72.0,13.0,3
0,3,1,32.0,0,0,7.8958,0.0,1,1,96.0,7.8958,2
1,1,0,30.0,0,0,93.5,0.0,1,1,30.0,93.5,2
0,3,1,22.0,0,0,7.8958,0.0,1,1,66.0,7.8958,2
0,3,1,28.0,0,0,7.225,1.0,1,1,84.0,7.225,2
1,1,0,44.0,0,1,57.9792,1.0,2,0,44.0,28.9896,3
0,3,1,28.0,0,0,7.2292,1.0,1,1,84.0,7.2292,2
0,3,1,40.5,0,0,7.75,2.0,1,1,121.5,7.75,3
1,2,0,50.0,0,0,10.5,0.0,1,1,100.0,10.5,3
0,1,1,28.0,0,0,221.7792,0.0,1,1,28.0,221.7792,2
0,3,1,39.0,0,0,7.925,0.0,1,1,117.0,7.925,3
0,2,1,23.0,2,1,11.5,0.0,4,0,46.0,2.875,2
1,2,0,2.0,1,1,26.0,0.0,3,0,4.0,8.666666666666666,0
0,3,1,28.0,0,0,7.2292,1.0,1,1,84.0,7.2292,2
0,3,1,17.0,1,1,7.2292,1.0,3,0,51.0,2.409733333333333,1
1,3,0,28.0,0,2,22.3583,1.0,3,0,84.0,7.452766666666666,2
0,3,0,30.0,0,0,8.6625,0.0,1,1,90.0,8.6625,2
1,2,0,7.0,0,2,26.25,0.0,3,0,14.0,8.75,0
0,1,1,45.0,0,0,26.55,0.0,1,1,45.0,26.55,3
1,1,0,30.0,0,0,106.425,1.0,1,1,30.0,106.425,2
0,3,1,28.0,0,0,14.5,0.0,1,1,84.0,14.5,2
1,1,0,22.0,0,2,49.5,1.0,3,0,22.0,16.5,2
1,1,0,36.0,0,2,71.0,0.0,3,0,36.0,23.666666666666668,3
0,3,0,9.0,4,2,31.275,0.0,7,0,27.0,4.4678571428571425,0
0,3,0,11.0,4,2,31.275,0.0,7,0,33.0,4.4678571428571425,0
1,2,1,32.0,1,0,26.0,0.0,2,0,64.0,13.0,2
0,1,1,50.0,1,0,106.425,1.0,2,0,50.0,53.2125,3
0,1,1,64.0,0,0,26.0,0.0,1,1,64.0,26.0,4
1,2,0,19.0,1,0,26.0,0.0,2,0,38.0,13.0,2
1,2,1,28.0,0,0,13.8625,1.0,1,1,56.0,13.8625,2
0,3,1,33.0,1,1,20.525,0.0,3,0,99.0,6.841666666666666,2
1,2,1,8.0,1,1,36.75,0.0,3,0,16.0,12.25,0
1,1,1,17.0,0,2,110.8833,1.0,3,0,17.0,36.9611,1
0,2,1,27.0,0,0,26.0,0.0,1,1,54.0,26.0,2
0,3,1,28.0,0,0,7.8292,2.0,1,1,84.0,7.8292,2
1,3,1,22.0,0,0,7.225,1.0,1,1,66.0,7.225,2
1,3,0,22.0,0,0,7.775,0.0,1,1,66.0,7.775,2
0,1,1,62.0,0,0,26.55,0.0,1,1,62.0,26.55,4
1,1,0,48.0,1,0,39.6,1.0,2,0,48.0,19.8,3
0,1,1,28.0,0,0,227.525,1.0,1,1,28.0,227.525,2
1,1,0,39.0,1,1,79.65,0.0,3,0,39.0,26.55,3
1,3,0,36.0,1,0,17.4,0.0,2,0,108.0,8.7,3
0,3,1,28.0,0,0,7.75,2.0,1,1,84.0,7.75,2
0,3,1,40.0,0,0,7.8958,0.0,1,1,120.0,7.8958,3
0,2,1,28.0,0,0,13.5,0.0,1,1,56.0,13.5,2
0,3,1,28.0,0,0,8.05,0.0,1,1,84.0,8.05,2
0,3,0,28.0,0,0,8.05,0.0,1,1,84.0,8.05,2
0,3,1,24.0,2,0,24.15,0.0,3,0,72.0,8.049999999999999,2
0,3,1,19.0,0,0,7.8958,0.0,1,1,57.0,7.8958,2
0,3,0,29.0,0,4,21.075,0.0,5,0,87.0,4.215,2
0,3,1,28.0,0,0,7.2292,1.0,1,1,84.0,7.2292,2
1,3,1,32.0,0,0,7.8542,0.0,1,1,96.0,7.8542,2
1,2,1,62.0,0,0,10.5,0.0,1,1,124.0,10.5,4
1,1,0,53.0,2,0,51.4792,0.0,3,0,53.0,17.15973333333333,3
1,1,1,36.0,0,0,26.3875,0.0,1,1,36.0,26.3875,3
1,3,0,28.0,0,0,7.75,2.0,1,1,84.0,7.75,2
0,3,1,16.0,0,0,8.05,0.0,1,1,48.0,8.05,1
0,3,1,19.0,0,0,14.5,0.0,1,1,57.0,14.5,2
1,2,0,34.0,0,0,13.0,0.0,1,1,68.0,13.0,2
1,1,0,39.0,1,0,55.9,0.0,2,0,39.0,27.95,3
0,3,0,28.0,1,0,14.4583,1.0,2,0,84.0,7.22915,2
1,3,1,32.0,0,0,7.925,0.0,1,1,96.0,7.925,2
1,2,0,25.0,1,1,30.0,0.0,3,0,50.0,10.0,2
1,1,0,39.0,1,1,110.8833,1.0,3,0,39.0,36.9611,3
0,2,1,54.0,0,0,26.0,0.0,1,1,108.0,26.0,3
0,1,1,36.0,0,0,40.125,1.0,1,1,36.0,40.125,3
0,3,1,28.0,0,0,8.7125,1.0,1,1,84.0,8.7125,2
1,1,0,18.0,0,2,79.65,0.0,3,0,18.0,26.55,1
0,2,1,47.0,0,0,15.0,0.0,1,1,94.0,15.0,3
1,1,1,60.0,1,1,79.2,1.0,3,0,60.0,26.400000000000002,3
0,3,1,22.0,0,0,8.05,0.0,1,1,66.0,8.05,2
0,3,1,28.0,0,0,8.05,0.0,1,1,84.0,8.05,2
0,3,1,35.0,0,0,7.125,0.0,1,1,105.0,7.125,2
1,1,0,52.0,1,0,78.2667,1.0,2,0,52.0,39.13335,3
0,3,1,47.0,0,0,7.25,0.0,1,1,141.0,7.25,3
0,3,0,28.0,0,2,7.75,2.0,3,0,84.0,2.5833333333333335,2
0,2,1,37.0,1,0,26.0,0.0,2,0,74.0,13.0,3
0,3,1,36.0,1,1,24.15,0.0,3,0,108.0,8.049999999999999,3
1,2,0,28.0,0,0,33.0,0.0,1,1,56.0,33.0,2
0,3,1,49.0,0,0,0.0,0.0,1,1,147.0,0.0,3
0,3,1,28.0,0,0,7.225,1.0,1,1,84.0,7.225,2
1,1,1,49.0,1,0,56.9292,1.0,2,0,49.0,28.4646,3
1,2,0,24.0,2,1,27.0,0.0,4,0,48.0,6.75,2
0,3,1,28.0,0,0,7.8958,0.0,1,1,84.0,7.8958,2
0,1,1,28.0,0,0,42.4,0.0,1,1,28.0,42.4,2
0,3,1,44.0,0,0,8.05,0.0,1,1,132.0,8.05,3
1,1,1,35.0,0,0,26.55,1.0,1,1,35.0,26.55,2
0,3,1,36.0,1,0,15.55,0.0,2,0,108.0,7.775,3
0,3,1,30.0,0,0,7.8958,0.0,1,1,90.0,7.8958,2
1,1,1,27.0,0,0,30.5,0.0,1,1,27.0,30.5,2
1,2,0,22.0,1,2,41.5792,1.0,4,0,44.0,10.3948,2
1,1,0,40.0,0,0,153.4625,0.0,1,1,40.0,153.4625,3
0,3,0,39.0,1,5,31.275,0.0,7,0,117.0,4.4678571428571425,3
0,3,1,28.0,0,0,7.05,0.0,1,1,84.0,7.05,2
1,3,0,28.0,1,0,15.5,2.0,2,0,84.0,7.75,2
0,3,1,28.0,0,0,7.75,2.0,1,1,84.0,7.75,2
0,3,1,35.0,0,0,8.05,0.0,1,1,105.0,8.05,2
1,2,0,24.0,1,2,65.0,0.0,4,0,48.0,16.25,2
0,3,1,34.0,1,1,14.4,0.0,3,0,102.0,4.8,2
0,3,0,26.0,1,0,16.1,0.0,2,0,78.0,8.05,2
1,2,0,4.0,2,1,39.0,0.0,4,0,8.0,9.75,0
0,2,1,26.0,0,0,10.5,0.0,1,1,52.0,10.5,2
0,3,1,27.0,1,0,14.4542,1.0,2,0,81.0,7.2271,2
1,1,1,42.0,1,0,52.5542,0.0,2,0,42.0,26.2771,3
1,3,1,20.0,1,1,15.7417,1.0,3,0,60.0,5.247233333333333,2
0,3,1,21.0,0,0,7.8542,0.0,1,1,63.0,7.8542,2
0,3,1,21.0,0,0,16.1,0.0,1,1,63.0,16.1,2
0,1,1,61.0,0,0,32.3208,0.0,1,1,61.0,32.3208,4
0,2,1,57.0,0,0,12.35,2.0,1,1,114.0,12.35,3
1,1,0,21.0,0,0,77.9583,0.0,1,1,21.0,77.9583,2
0,3,1,26.0,0,0,7.8958,0.0,1,1,78.0,7.8958,2
0,3,1,28.0,0,0,7.7333,2.0,1,1,84.0,7.7333,2
1,1,1,80.0,0,0,30.0,0.0,1,1,80.0,30.0,4
0,3,1,51.0,0,0,7.0542,0.0,1,1,153.0,7.0542,3
1,1,1,32.0,0,0,30.5,1.0,1,1,32.0,30.5,2
0,1,1,28.0,0,0,0.0,0.0,1,1,28.0,0.0,2
0,3,0,9.0,3,2,27.9,0.0,6,0,27.0,4.6499999999999995,0
1,2,0,28.0,0,0,13.0,0.0,1,1,56.0,13.0,2
0,3,1,32.0,0,0,7.925,0.0,1,1,96.0,7.925,2
0,2,1,31.0,1,1,26.25,0.0,3,0,62.0,8.75,2
0,3,0,41.0,0,5,39.6875,0.0,6,0,123.0,6.614583333333333,3
0,3,1,28.0,1,0,16.1,0.0,2,0,84.0,8.05,2
0,3,1,20.0,0,0,7.8542,0.0,1,1,60.0,7.8542,2
1,1,0,24.0,0,0,69.3,1.0,1,1,24.0,69.3,2
0,3,0,2.0,3,2,27.9,0.0,6,0,6.0,4.6499999999999995,0
1,3,1,28.0,0,0,56.4958,0.0,1,1,84.0,56.4958,2
1,3,0,0.75,2,1,19.2583,1.0,4,0,2.25,4.814575,0
1,1,1,48.0,1,0,76.7292,1.0,2,0,48.0,38.3646,3
0,3,1,19.0,0,0,7.8958,0.0,1,1,57.0,7.8958,2
1,1,1,56.0,0,0,35.5,1.0,1,1,56.0,35.5,3
0,3,1,28.0,0,0,7.55,0.0,1,1,84.0,7.55,2
1,3,0,23.0,0,0,7.55,0.0,1,1,69.0,7.55,2
0,3,1,28.0,0,0,7.8958,0.0,1,1,84.0,7.8958,2
1,2,0,18.0,0,1,23.0,0.0,2,0,36.0,11.5,1
0,3,1,21.0,0,0,8.4333,0.0,1,1,63.0,8.4333,2
1,3,0,28.0,0,0,7.8292,2.0,1,1,84.0,7.8292,2
0,3,0,18.0,0,0,6.75,2.0,1,1,54.0,6.75,1
0,2,1,24.0,2,0,73.5,0.0,3,0,48.0,24.5,2
0,3,1,28.0,0,0,7.8958,0.0,1,1,84.0,7.8958,2
0,3,0,32.0,1,1,15.5,2.0,3,0,96.0,5.166666666666667,2
0,2,1,23.0,0,0,13.0,0.0,1,1,46.0,13.0,2
0,1,1,58.0,0,2,113.275,1.0,3,0,58.0,37.75833333333333,3
1,1,1,50.0,2,0,133.65,0.0,3,0,50.0,44.550000000000004,3
0,3,1,40.0,0,0,7.225,1.0,1,1,120.0,7.225,3
0,1,1,47.0,0,0,25.5875,0.0,1,1,47.0,25.5875,3
0,3,1,36.0,0,0,7.4958,0.0,1,1,108.0,7.4958,3
1,3,1,20.0,1,0,7.925,0.0,2,0,60.0,3.9625,2
0,2,1,32.0,2,0,73.5,0.0,3,0,64.0,24.5,2
0,2,1,25.0,0,0,13.0,0.0,1,1,50.0,13.0,2
0,3,1,28.0,0,0,7.775,0.0,1,1,84.0,7.775,2
0,3,1,43.0,0,0,8.05,0.0,1,1,129.0,8.05,3
1,1,0,28.0,1,0,52.0,0.0,2,0,28.0,26.0,2
1,2,0,40.0,1,1,39.0,0.0,3,0,80.0,13.0,3
0,1,1,31.0,1,0,52.0,0.0,2,0,31.0,26.0,2
0,2,1,70.0,0,0,10.5,0.0,1,1,140.0,10.5,4
1,2,1,31.0,0,0,13.0,0.0,1,1,62.0,13.0,2
0,2,1,28.0,0,0,0.0,0.0,1,1,56.0,0.0,2
0,3,1,18.0,0,0,7.775,0.0,1,1,54.0,7.775,1
0,3,1,24.5,0,0,8.05,0.0,1,1,73.5,8.05,2
1,3,0,18.0,0,0,9.8417,0.0,1,1,54.0,9.8417,1
0,3,0,43.0,1,6,46.9,0.0,8,0,129.0,5.8625,3
1,1,1,36.0,0,1,512.3292,1.0,2,0,36.0,256.1646,3
0,3,0,28.0,0,0,8.1375,2.0,1,1,84.0,8.1375,2
1,1,1,27.0,0,0,76.7292,1.0,1,1,27.0,76.7292,2
0,3,1,20.0,0,0,9.225,0.0,1,1,60.0,9.225,2
0,3,1,14.0,5,2,46.9,0.0,8,0,42.0,5.8625,1
0,2,1,60.0,1,1,39.0,0.0,3,0,120.0,13.0,3
0,2,1,25.0,1,2,41.5792,1.0,4,0,50.0,10.3948,2
0,3,1,14.0,4,1,39.6875,0.0,6,0,42.0,6.614583333333333,1
0,3,1,19.0,0,0,10.1708,0.0,1,1,57.0,10.1708,2
0,3,1,18.0,0,0,7.7958,0.0,1,1,54.0,7.7958,1
1,1,0,15.0,0,1,211.3375,0.0,2,0,15.0,105.66875,1
1,1,1,31.0,1,0,57.0,0.0,2,0,31.0,28.5,2
1,3,0,4.0,0,1,13.4167,1.0,2,0,12.0,6.70835,0
1,3,1,28.0,0,0,56.4958,0.0,1,1,84.0,56.4958,2
0,3,1,25.0,0,0,7.225,1.0,1,1,75.0,7.225,2
0,1,1,60.0,0,0,26.55,0.0,1,1,60.0,26.55,3
0,2,1,52.0,0,0,13.5,0.0,1,1,104.0,13.5,3
0,3,1,44.0,0,0,8.05,0.0,1,1,132.0,8.05,3
1,3,0,28.0,0,0,7.7333,2.0,1,1,84.0,7.7333,2
0,1,1,49.0,1,1,110.8833,1.0,3,0,49.0,36.9611,3
0,3,1,42.0,0,0,7.65,0.0,1,1,126.0,7.65,3
1,1,0,18.0,1,0,227.525,1.0,2,0,18.0,113.7625,1
1,1,1,35.0,0,0,26.2875,0.0,1,1,35.0,26.2875,2
0,3,0,18.0,0,1,14.4542,1.0,2,0,54.0,7.2271,1
0,3,1,25.0,0,0,7.7417,2.0,1,1,75.0,7.7417,2
0,3,1,26.0,1,0,7.8542,0.0,2,0,78.0,3.9271,2
0,2,1,39.0,0,0,26.0,0.0,1,1,78.0,26.0,3
1,2,0,45.0,0,0,13.5,0.0,1,1,90.0,13.5,3
1,1,1,42.0,0,0,26.2875,0.0,1,1,42.0,26.2875,3
1,1,0,22.0,0,0,151.55,0.0,1,1,22.0,151.55,2
1,3,1,28.0,1,1,15.2458,1.0,3,0,84.0,5.081933333333333,2
1,1,0,24.0,0,0,49.5042,1.0,1,1,24.0,49.5042,2
0,1,1,28.0,0,0,26.55,0.0,1,1,28.0,26.55,2
1,1,1,48.0,1,0,52.0,0.0,2,0,48.0,26.0,3
0,3,1,29.0,0,0,9.4833,0.0,1,1,87.0,9.4833,2
0,2,1,52.0,0,0,13.0,0.0,1,1,104.0,13.0,3
0,3,1,19.0,0,0,7.65,0.0,1,1,57.0,7.65,2
1,1,0,38.0,0,0,227.525,1.0,1,1,38.0,227.525,3
1,2,0,27.0,0,0,10.5,0.0,1,1,54.0,10.5,2
0,3,1,28.0,0,0,15.5,2.0,1,1,84.0,15.5,2
0,3,1,33.0,0,0,7.775,0.0,1,1,99.0,7.775,2
1,2,0,6.0,0,1,33.0,0.0,2,0,12.0,16.5,0
0,3,1,17.0,1,0,7.0542,0.0,2,0,51.0,3.5271,1
0,2,1,34.0,0,0,13.0,0.0,1,1,68.0,13.0,2
0,2,1,50.0,0,0,13.0,0.0,1,1,100.0,13.0,3
1,1,1,27.0,1,0,53.1,0.0,2,0,27.0,26.55,2
0,3,1,20.0,0,0,8.6625,0.0,1,1,60.0,8.6625,2
1,2,0,30.0,3,0,21.0,0.0,4,0,60.0,5.25,2
1,3,0,28.0,0,0,7.7375,2.0,1,1,84.0,7.7375,2
0,2,1,25.0,1,0,26.0,0.0,2,0,50.0,13.0,2
0,3,0,25.0,1,0,7.925,0.0,2,0,75.0,3.9625,2
1,1,0,29.0,0,0,211.3375,0.0,1,1,29.0,211.3375,2
0,3,1,11.0,0,0,18.7875,1.0,1,1,33.0,18.7875,0
0,2,1,28.0,0,0,0.0,0.0,1,1,56.0,0.0,2
0,2,1,23.0,0,0,13.0,0.0,1,1,46.0,13.0,2
0,2,1,23.0,0,0,13.0,0.0,1,1,46.0,13.0,2
0,3,1,28.5,0,0,16.1,0.0,1,1,85.5,16.1,2
0,3,0,48.0,1,3,34.375,0.0,5,0,144.0,6.875,3
1,1,1,35.0,0,0,512.3292,1.0,1,1,35.0,512.3292,2
0,3,1,28.0,0,0,7.8958,0.0,1,1,84.0,7.8958,2
0,3,1,28.0,0,0,7.8958,0.0,1,1,84.0,7.8958,2
1,1,1,28.0,0,0,30.0,0.0,1,1,28.0,30.0,2
0,1,1,36.0,1,0,78.85,0.0,2,0,36.0,39.425,3
1,1,0,21.0,2,2,262.375,1.0,5,0,21.0,52.475,2
0,3,1,24.0,1,0,16.1,0.0,2,0,72.0,8.05,2
1,3,1,31.0,0,0,7.925,0.0,1,1,93.0,7.925,2
0,1,1,70.0,1,1,71.0,0.0,3,0,70.0,23.666666666666668,4
0,3,1,16.0,1,1,20.25,0.0,3,0,48.0,6.75,1
1,2,0,30.0,0,0,13.0,0.0,1,1,60.0,13.0,2
